Message_Name,Clickthrough__Date,URL
Founders Day 2024 Launch - group 5,6/12/2024 12:57,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/13/2024 0:29,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 5,6/20/2024 17:25,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 15:28,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 5,6/12/2024 13:39,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:59,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 21:15,https://www.instagram.com/rit.alumni/
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 12:24,https://www.facebook.com/RITalumni
Founders Day 2024 Launch - group 4,6/12/2024 12:23,https://www.linkedin.com/groups/72797
Founders Day 2024 Launch - group 4,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 12:24,https://www.instagram.com/rit.alumni/
Founders Day 2024 Launch - group 4,6/12/2024 12:24,https://www.rit.edu/
Founders Day 2024 Launch - group 4,6/12/2024 12:24,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 5,6/12/2024 12:28,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 13:16,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:55,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 5,6/13/2024 11:26,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 14:16,https://www.rit.edu/
Founders Day 2024 Launch - group 2,6/12/2024 21:09,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:21,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 13:24,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 13:16,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/13/2024 11:30,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 15:28,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 16:35,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/13/2024 18:26,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 14:29,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 13:26,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/14/2024 20:03,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 15:35,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 12:24,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/13/2024 19:21,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/22/2024 21:11,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 5,6/12/2024 13:18,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/13/2024 13:38,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://www.rit.edu/
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://www.linkedin.com/groups/72797
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://www.instagram.com/rit.alumni/
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://www.facebook.com/RITalumni
Founders Day 2024 Launch - group 3,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 21:35,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 14:12,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 13:53,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 15:39,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 6,6/12/2024 12:38,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 22:05,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:28,https://www.rit.edu/
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:39,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 13:49,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/13/2024 10:35,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 5,6/12/2024 12:39,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/13/2024 8:20,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:34,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 13:42,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://www.rit.edu/
Founders Day 2024 Launch - group 2,6/12/2024 12:23,https://www.linkedin.com/groups/72797
Founders Day 2024 Launch - group 2,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://www.facebook.com/RITalumni
Founders Day 2024 Launch - group 2,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://www.instagram.com/rit.alumni/
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:30,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:57,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/17/2024 10:30,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 6,6/16/2024 3:51,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 17:34,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:21,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:26,https://www.linkedin.com/groups/72797
Founders Day 2024 Launch - group 1,6/12/2024 12:21,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 5,6/12/2024 12:24,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/14/2024 7:46,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/13/2024 20:44,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://www.linkedin.com/groups/72797
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://www.facebook.com/RITalumni
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://www.instagram.com/rit.alumni/
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://www.rit.edu/
Founders Day 2024 Launch - group 2,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 13:18,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/13/2024 12:50,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 12:24,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 13:29,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:43,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/13/2024 13:06,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 13:32,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/13/2024 0:19,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 6,6/12/2024 13:01,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 14:13,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 16:53,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:21,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 6,6/15/2024 17:41,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/13/2024 19:56,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 17:05,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/13/2024 0:19,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:28,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 13:48,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 20:39,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:53,https://www.rit.edu/
Founders Day 2024 Launch - group 2,6/12/2024 12:27,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/18/2024 1:00,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/15/2024 11:36,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:26,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 6,6/12/2024 16:37,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 6,6/12/2024 12:26,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:36,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 5,6/12/2024 22:57,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/15/2024 15:27,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 12:50,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/13/2024 17:57,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 14:18,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 14:03,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://www.linkedin.com/groups/72797
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://www.rit.edu/
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://www.facebook.com/RITalumni
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://www.instagram.com/rit.alumni/
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 14:06,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 14:12,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:24,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 6,6/12/2024 15:02,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 14:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 5,6/12/2024 12:57,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/13/2024 21:34,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 22:57,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 14:02,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 12:38,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 14:46,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:47,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:59,https://www.rit.edu/
Founders Day 2024 Launch - group 2,6/13/2024 3:50,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 12:51,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 5,6/12/2024 13:03,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/17/2024 18:51,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 21:47,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:32,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 3,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:43,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/13/2024 7:35,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:22,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 13:16,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 4,6/12/2024 12:38,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 6,6/12/2024 12:24,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 6,6/12/2024 12:57,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 2,6/12/2024 12:23,https://impact.rit.edu/amb/195social
Founders Day 2024 Launch - group 1,6/12/2024 18:23,https://impact.rit.edu/amb/195social
